,Company,TypeName,Inches,Memory,Gpu,OperatingSystem,Weight,Price,ScreenWidth,ScreenHeight,CpuManufacturer,CpuSpeed,CpuModel,PrimaryStorageAmount,PrimaryStorageType,SecondaryStorageAmount,SecondaryStorageType
899,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,49816.8,1920,1080,Intel,2.6,Core i5,500.0,HDD,0.0,None
900,Dell,2 in 1 Convertible,13.3,8,Other,Windows 10,1.24,107257.968,3200,1800,Intel,1.3,Core i7,512.0,SSD,0.0,None
901,Asus,Gaming,17.3,32,Other,Windows 10,3.58,68145.12,1920,1080,Intel,2.7,Core i7,256.0,SSD,256.0,SSD
902,Dell,2 in 1 Convertible,13.3,16,Other,Windows 10,1.22,87858.72,1920,1080,Intel,1.3,Core i7,256.0,SSD,0.0,None
903,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.13,109170.72,1920,1080,Intel,2.7,Core i7,256.0,Flash Storage,0.0,None
904,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.95,104588.1072,1920,1080,Intel,2.5,Core i5,512.0,SSD,0.0,None
905,Other,Ultrabook,15.6,16,Intel HD Graphics 620,Windows 10,1.08,111834.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
906,HP,Other,12.5,8,Intel HD Graphics 620,Windows 10,1.26,79014.23999999999,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
907,Acer,Notebook,15.6,4,Intel HD Graphics,Chrome OS,2.20,19127.52,1920,1080,Intel,1.5,Celeron Dual,16.0,Flash Storage,0.0,None
908,Lenovo,Notebook,15.6,8,Other,Windows 10,2.6,42037.92,1920,1080,Intel,2.3,Core i5,128.0,SSD,1000.0,HDD
909,Other,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,0.98,101178.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
910,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.6,64202.4,1920,1080,Intel,2.8,Core i5,256.0,SSD,0.0,None
911,HP,Ultrabook,12.5,8,Intel HD Graphics 515,Windows 10,1.09,165168.0,3840,2160,Intel,1.2,Core M,240.0,SSD,0.0,None
912,Lenovo,Notebook,15.6,6,Nvidia GeForce 940MX,Windows 10,2.2,42037.92,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
913,HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,54291.78719999999,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
914,Acer,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.4,26586.72,1920,1080,Intel,2.4,Core i3,1000.0,HDD,0.0,None
915,Lenovo,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.44,46939.68,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
916,HP,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.49,51148.8,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
917,Other,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,85194.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
918,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,71874.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
919,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,59668.804800000005,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
920,Dell,Notebook,15.6,4,Other,Windows 10,2.18,36496.2672,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
921,HP,Ultrabook,15.6,8,Other,Windows 10,1.84,69103.62719999999,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
922,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.39,61218.72,3200,1800,Intel,2.7,Core i7,256.0,SSD,0.0,None
923,Other,Notebook,15.6,16,Other,Windows 10,2.4,105228.0,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
924,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,97236.0,1920,1080,Intel,2.5,Core i5,512.0,SSD,0.0,None
925,Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.95,38889.072,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
926,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.36,87912.0,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
927,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.31,62071.2,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
928,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.18,37725.4368,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
929,HP,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.95,61218.72,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
930,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,16463.52,1366,768,Intel,1.1,Pentium Quad,1000.0,HDD,0.0,None
931,HP,Ultrabook,12.5,4,Intel HD Graphics 520,Windows 10,1.26,84129.12,1920,1080,Intel,2.3,Core i5,500.0,HDD,0.0,None
932,HP,Notebook,15.6,4,Intel HD Graphics 400,No OS,1.86,15392.592,1366,768,Intel,1.6,Celeron Dual,1000.0,HDD,0.0,None
933,Lenovo,2 in 1 Convertible,13.3,16,Other,Windows 10,1.3,95850.72,3200,1800,Intel,2.2,Core i7,1000.0,SSD,0.0,None
934,Other,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.47,58874.4,1920,1080,Intel,2.3,Core i5,128.0,SSD,0.0,None
935,HP,Other,12.5,8,Intel HD Graphics 520,Windows 10,1.26,88924.31999999999,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
936,Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.18,29762.208,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
937,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,63882.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
938,Dell,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.36,87325.92,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
939,Dell,Gaming,17.3,16,Other,Windows 10,4.36,146946.24,2560,1440,Intel,2.7,Core i7,512.0,SSD,1000.0,HDD
940,HP,Gaming,17.3,8,Other,Windows 10,2.75,74538.72,1920,1080,Intel,2.3,Core i5,128.0,SSD,1000.0,HDD
941,Asus,Notebook,17.3,4,Other,Windows 10,2.8,28238.4,1600,900,Intel,1.6,Pentium Quad,1000.0,HDD,0.0,None
942,Acer,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.23,32980.32,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
943,Other,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.2,59620.32,1366,768,Intel,2.3,Core i5,256.0,SSD,0.0,None
944,Lenovo,2 in 1 Convertible,11.3,8,Intel HD Graphics 515,Windows 10,1.1,69210.72,1920,1080,Intel,1.2,Core M,256.0,SSD,0.0,None
945,Lenovo,Gaming,15.6,16,Other,Windows 10,2.5,53226.72,1920,1080,AMD,2.1,Other,512.0,SSD,1000.0,HDD
946,Dell,Ultrabook,12.5,8,Intel HD Graphics,Windows 10,1.36,78438.816,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
947,Lenovo,Notebook,15.6,8,Other,No OS,2.2,36496.8,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
948,Dell,Notebook,17.3,4,Other,Windows 10,2.36,35111.52,1600,900,Intel,2.0,Core i3,1000.0,HDD,0.0,None
949,Acer,Notebook,14.0,4,Intel HD Graphics 400,Chrome OS,1.68,18594.72,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
950,HP,Other,15.6,8,Other,Windows 10,2.0,119826.72,1920,1080,Intel,2.7,Core i7,8.0,SSD,0.0,None
951,Dell,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.36,94572.0,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
952,Other,Notebook,13.3,8,Intel HD Graphics 520,Windows 7,1.2,77788.8,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
953,Asus,2 in 1 Convertible,12.5,8,Intel HD Graphics 515,Chrome OS,1.2,61751.52,1920,1080,Intel,1.2,Core M,64.0,Flash Storage,0.0,None
954,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.7,79333.3872,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
955,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.36,168045.12,3840,2160,Intel,2.8,Core i7,512.0,SSD,1000.0,HDD
956,Dell,2 in 1 Convertible,13.3,8,Other,Windows 10,1.24,101178.72,1920,1080,Intel,1.2,Core i5,256.0,SSD,0.0,None
957,HP,2 in 1 Convertible,11.6,4,Other,Windows 10,1.45,41292.0,1366,768,Intel,1.1,Pentium Quad,256.0,SSD,0.0,None
958,Dell,Ultrabook,13.3,8,Intel HD Graphics 520,Windows 10,1.3,67559.04,3200,1800,Intel,2.5,Core i7,256.0,SSD,0.0,None
959,Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,20725.92,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
960,Other,Notebook,13.3,8,Intel HD Graphics 520,Windows 10,1.2,81784.8,1920,1080,Intel,2.4,Core i5,256.0,SSD,0.0,None
961,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.36,93772.8,1920,1080,Intel,2.6,Core i5,256.0,SSD,0.0,None
962,Acer,Notebook,15.6,12,Other,Windows 10,2.4,53759.52,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
963,Other,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.1,95371.2,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
964,HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,45101.52,1366,768,Intel,2.50,Core i5,1000.0,HDD,0.0,None
965,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Linux,2.25,24808.2336,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
966,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,1.9,43956.0,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
967,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.04,36496.8,1920,1080,Intel,2.4,Core i3,500.0,HDD,0.0,None
968,Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.42,167778.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
969,Lenovo,Notebook,15.6,6,Other,Windows 10,2.4,37029.6,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
970,Dell,2 in 1 Convertible,13.3,16,Other,Windows 10,1.22,101178.72,3200,1800,Intel,1.3,Core i7,512.0,SSD,0.0,None
971,Dell,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.5,104587.57439999998,2560,1440,Intel,2.6,Core i7,256.0,SSD,0.0,None
972,Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.42,149184.0,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
973,Other,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.95,62870.4,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
974,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.73,109218.672,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
975,HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,52161.12,1920,1080,Intel,2.70,Core i5,128.0,SSD,1000.0,HDD
976,Lenovo,Notebook,14.0,4,Intel HD Graphics 520,Windows 7,1.70,53386.56,1366,768,Intel,2.3,Core i5,508.0,Hybrid,0.0,None
977,Asus,2 in 1 Convertible,15.6,16,Other,Windows 10,2.3,95850.72,3840,2160,Intel,2.7,Core i7,512.0,SSD,2000.0,HDD
978,HP,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.04,30849.12,1366,768,Intel,2.7,Core i7,1000.0,HDD,0.0,None
979,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,93186.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
980,Dell,2 in 1 Convertible,15.6,12,Intel HD Graphics 620,Windows 10,2.19,69210.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
981,Other,Notebook,13.3,4,Intel HD Graphics 520,Windows 7,1.2,63669.6,1920,1080,Intel,2.3,Core i5,128.0,SSD,0.0,None
982,Lenovo,Notebook,15.6,6,AMD Radeon 530,Windows 10,2.2,29250.72,1920,1080,AMD,3.6,Other,256.0,SSD,0.0,None
983,Other,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.3,34578.72,1366,768,Intel,2.3,Core i5,256.0,SSD,0.0,None
984,Other,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.75,48751.2,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
985,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows 10,2.25,31914.72,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
986,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.04,42943.68,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
987,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.5,63349.92,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
988,Dell,Notebook,15.6,8,Other,Windows 10,2.36,39906.72,1366,768,Intel,2.7,Core i7,1000.0,HDD,0.0,None
989,Dell,Notebook,14.0,8,Other,Windows 10,1.6,59620.32,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
990,HP,Other,12.5,8,Intel HD Graphics 515,Windows 10,0.97,101658.24,1920,1080,Intel,1.2,Core M,512.0,SSD,0.0,None
991,HP,Notebook,15.6,4,AMD Radeon 520,Windows 10,2.1,26586.72,1920,1080,Intel,2,Core i3,128.0,SSD,1000.0,HDD
992,Lenovo,Notebook,15.6,4,Intel HD Graphics 500,No OS,1.9,14418.6336,1366,768,Intel,1.1,Celeron Dual,128.0,SSD,0.0,None
993,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.3,71874.72,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
994,Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.68,47365.92,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
995,Asus,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.4,61272.0,3200,1800,Intel,2.5,Core i5,256.0,SSD,0.0,None
996,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.11,71874.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
997,Acer,Notebook,15.6,4,Other,Windows 10,2.4,20246.4,1366,768,Intel,1.1,Pentium Quad,500.0,HDD,0.0,None
998,Asus,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,95850.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
999,HP,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.48,111301.92,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
1000,Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.7,67132.8,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1001,HP,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.34,63349.92,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1002,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.18,29144.16,1366,768,Intel,2.4,Core i3,128.0,SSD,0.0,None
1003,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.64,41505.12,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1004,Other,Notebook,13.3,4,Intel HD Graphics 520,Windows 10,1.2,63669.6,1920,1080,Intel,2.3,Core i5,128.0,SSD,0.0,None
1005,HP,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.48,58607.46719999999,1366,768,Intel,2.4,Core i5,256.0,SSD,0.0,None
1006,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.95,64202.4,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1007,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 7,1.43,77202.72,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1008,HP,Notebook,14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,55904.5728,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1009,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.64,36443.52,1366,768,Intel,2.4,Core i3,500.0,HDD,0.0,None
1010,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.65,50562.72,1920,1080,Intel,2.5,Core i5,1000.0,Hybrid,0.0,None
1011,HP,Ultrabook,12.5,4,Intel HD Graphics 620,Windows 10,1.26,81997.92,1920,1080,Intel,2.5,Core i5,500.0,HDD,0.0,None
1012,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.48,84715.2,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1013,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.54,100550.5488,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1014,HP,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.49,42624.0,1366,768,Intel,2.4,Core i3,500.0,HDD,0.0,None
1015,Other,Notebook,13.3,8,Intel HD Graphics 520,Windows 10,1.5,64468.8,1366,768,Intel,2.3,Core i5,256.0,SSD,0.0,None
1016,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.04,41025.0672,1366,768,Intel,2.4,Core i3,256.0,SSD,0.0,None
1017,Lenovo,Notebook,17.3,16,Other,Windows 7,2.4,158135.04,3840,2160,Intel,2.7,Core i7,512.0,SSD,0.0,None
1018,Other,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.47,79387.2,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1019,HP,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.43,118761.12,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1020,Dell,2 in 1 Convertible,15.6,4,Intel HD Graphics 520,Windows 10,2.08,42410.3472,1920,1080,Intel,2.3,Core i3,1000.0,HDD,0.0,None
1021,Other,Ultrabook,13.3,8,Intel HD Graphics 520,Windows 10,1.2,84715.2,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1022,HP,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.11,61218.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1023,HP,Notebook,14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,63159.7104,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1024,Dell,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.09,55754.3232,1920,1080,Intel,2.4,Core i5,500.0,HDD,0.0,None
1025,HP,Ultrabook,12.5,4,Intel HD Graphics 620,Windows 10,1.26,83063.52,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
1026,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,2.31,63349.92,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1027,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.95,56476.8,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1028,Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.29,86526.72,3200,1800,Intel,2.5,Core i5,256.0,SSD,0.0,None
1029,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,57542.4,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1030,HP,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.64,51841.44,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
1031,Acer,Notebook,15.6,6,Other,Windows 10,2.1,21791.52,1366,768,AMD,3,A9-Series 9420,1000.0,HDD,0.0,None
1032,Other,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,2.7,63499.10399999999,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
1033,HP,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,1.95,63669.6,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1034,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,1.84,65480.5872,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1035,HP,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 10,1.26,71874.72,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1036,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.04,39533.76,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1037,Other,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.47,91908.0,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
1038,Dell,Notebook,15.6,8,Intel HD Graphics 520,Windows 7,2.09,56633.976,1920,1080,Intel,2.4,Core i5,256.0,SSD,0.0,None
1039,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.64,53839.9728,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
1040,Lenovo,2 in 1 Convertible,15.6,4,Intel HD Graphics 520,Windows 10,1.8,45128.16,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1041,Other,Notebook,14.0,2,Intel HD Graphics 400,Windows 10,1.45,11231.424,1366,768,Intel,1.44,Other,32.0,Flash Storage,0.0,None
1042,Other,Notebook,15.6,16,Other,Windows 10,2.4,75924.0,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1043,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.3,55922.688,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1044,HP,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.54,53280.0,1920,1080,Intel,2.3,Core i5,500.0,HDD,0.0,None
1045,HP,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,1.84,112065.9552,1920,1080,Intel,2.4,Core i5,256.0,SSD,500.0,HDD
1046,HP,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,1.43,78268.31999999999,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1047,Other,Gaming,17.3,16,Other,Windows 10,3.78,82351.6992,1920,1080,Intel,2.7,Core i7,256.0,SSD,1000.0,HDD
1048,Lenovo,Gaming,17.3,16,Other,Windows 10,4.6,122010.66719999998,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1049,Asus,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.2,15339.311999999998,1366,768,Intel,1.6,Celeron Dual,16.0,Flash Storage,0.0,None
1050,Lenovo,Notebook,14.0,16,Intel HD Graphics 520,Windows 7,1.1,139593.6,2560,1440,Intel,2.6,Core i7,256.0,SSD,0.0,None
1051,HP,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,1.91,52161.12,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
1052,Dell,2 in 1 Convertible,15.6,8,Intel HD Graphics 620,Windows 10,2.3,58288.32,1920,1080,Intel,2.7,Core i5,256.0,SSD,0.0,None
1053,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.04,52161.12,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
1054,Dell,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,1.2,120093.12,3200,1800,Intel,2.7,Core i7,1000.0,SSD,0.0,None
1055,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.31,37570.392,1366,768,Intel,2.3,Core i3,500.0,HDD,0.0,None
1056,HP,Notebook,15.6,4,Intel HD Graphics 620,No OS,1.96,26586.72,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
1057,Acer,Notebook,15.6,8,Other,Windows 10,2.4,23922.72,1366,768,AMD,2.2,Other,1000.0,HDD,0.0,None
1058,Dell,2 in 1 Convertible,13.3,12,Intel HD Graphics 620,Windows 10,1.6,69210.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1059,Other,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2.94,96916.32,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1060,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.04,57009.6,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1061,Asus,Gaming,17.3,16,Other,No OS,4,53173.44,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1062,Dell,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.25,29783.52,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
1063,Dell,Notebook,15.6,16,Other,Windows 10,2.32,52746.6672,1920,1080,Intel,2.7,Core i7,2000.0,HDD,0.0,None
1064,Other,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1.8,102777.12,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1065,Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.29,77682.23999999999,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1066,Asus,Gaming,17.3,64,Other,Windows 10,3.58,211788.0,1920,1080,Intel,2.7,Core i7,1000.0,SSD,0.0,None
1067,Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.62,42517.9728,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1068,Dell,Gaming,15.6,16,Other,Windows 10,3.21,70809.12,3840,2160,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
1069,Other,Ultrabook,12.0,8,Intel HD Graphics 515,Other,0.920,69264.0,2304,1440,Intel,1.1,Core M,256.0,Flash Storage,0.0,None
1070,Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.06,25679.8944,1366,768,Intel,2.3,Core i3,500.0,HDD,0.0,None
1071,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.31,63882.72,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
1072,HP,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 7,1.26,63882.72,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
1073,HP,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.49,58075.2,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
1074,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 10,1.3,91294.7472,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
1075,Lenovo,Notebook,17.3,8,Other,Windows 10,3.0,35111.52,1600,900,Intel,2.3,Core i5,1000.0,HDD,0.0,None
1076,Lenovo,Notebook,15.6,4,Other,Windows 10,2.3,52054.56,1920,1080,Intel,2.3,Core i5,1000.0,HDD,0.0,None
